,tag_1,tag_2,count
541810,teen pop,Brutal Death Metal,16
541825,teen pop,Demi Lovato,18
541828,teen pop,Disney,19
541851,teen pop,Hip-Hop,20
541870,teen pop,Miley Cyrus,21
541894,teen pop,Selena Gomez,20
541907,teen pop,UK,15
541908,teen pop,USA,21
541910,teen pop,United States,19
541928,teen pop,alternative,20
541930,teen pop,amazing,21
541934,teen pop,american,50
541953,teen pop,beautiful,18
542025,teen pop,cute,21
542026,teen pop,dance,60
542055,teen pop,electronic,16
542057,teen pop,electropop,17
542068,teen pop,female,20
542071,teen pop,female vocalist,38
542072,teen pop,female vocalists,61
542095,teen pop,guilty pleasure,42
542160,teen pop,male vocalists,18
542204,teen pop,pop,72
542208,teen pop,pop rock,46
542214,teen pop,power pop,15
542226,teen pop,r&b,18
542233,teen pop,rnb,30
542235,teen pop,rock,40
542245,teen pop,sexy,36
542251,teen pop,singer-songwriter,17
542269,teen pop,teen,16
543076,texas,american,16
543992,the game,Gangsta Rap,15
543993,the game,Hip-Hop,15
544004,the game,hip hop,15
544008,the game,rap,15
544012,the game,west coast,15
544185,the knife,ambient,15
544196,the knife,electronic,15
544200,the knife,experimental,15
544202,the knife,female vocalists,15
544214,the knife,swedish,15
544701,the netherlands,Hip-Hop,23
544704,the netherlands,dutch,23
544710,the netherlands,nederhop,23
544711,the netherlands,netherlands,23
544713,the netherlands,rap,23
545306,the third movement,Gabber,16
545307,the third movement,Hard,16
545308,the third movement,Mainstream Hardcore,16
545309,the third movement,ana,16
545310,the third movement,breda,16
545311,the third movement,core,16
545312,the third movement,dance,16
545313,the third movement,electronic,16
545314,the third movement,elektro-gabba-schranz-hardcore,16
545315,the third movement,hardcore,16
545316,the third movement,hardcore techno,16
545317,the third movement,hardmony,16
545318,the third movement,hiphop,16
545319,the third movement,immune,16
545320,the third movement,industrial,16
545321,the third movement,mythology,16
545322,the third movement,nul,16
545323,the third movement,omi,16
545324,the third movement,reggae,16
545325,the third movement,ttm,16
545326,the third movement,under 2000 listeners,16
545783,the worst thing ever to happen to music,pop,15
546630,thrash,american,26
546642,thrash,death metal,15
546653,thrash,groove metal,18
546654,thrash,hard rock,17
546655,thrash,hardcore,16
546658,thrash,heavy metal,58
546666,thrash,metal,59
546689,thrash,rock,26
546692,thrash,speed metal,44
546694,thrash,thrash metal,58
546696,thrash,trash metal,15
546700,thrash metal,80s,18
546756,thrash metal,Melodic Death Metal,27
546767,thrash metal,Nu Metal,32
546776,thrash metal,Power metal,28
546779,thrash metal,Progressive metal,16
546814,thrash metal,USA,18
546819,thrash metal,alternative,22
546820,thrash metal,alternative metal,27
546823,thrash metal,american,56
546836,thrash metal,brazilian,20
546853,thrash metal,classic rock,15
546866,thrash metal,death metal,125
546913,thrash metal,groove metal,256
546916,thrash metal,hard rock,86
546917,thrash metal,hardcore,90
546919,thrash metal,heavy metal,365
546951,thrash metal,metal,578
546953,thrash metal,metalcore,226
547006,thrash metal,rock,93
547023,thrash metal,speed metal,100
547036,thrash metal,thrash,58
547040,thrash metal,trash metal,16
547875,to listen,american,17
547969,to listen,experimental,15
548035,to listen,indie,18
548039,to listen,indie pop,15
548123,to listen,pop,16
549330,toronto,2000s,22
549331,toronto,2010s,38
549341,toronto,Afie Jurvanen,18
549353,toronto,Canadian,87
549366,toronto,Garage Rock,18
549373,toronto,Lo-Fi,23
549386,toronto,Progressive rock,46
549403,toronto,alternative,44
549424,toronto,canada,77
549447,toronto,dream pop,23
549468,toronto,female vocalists,15
549471,toronto,folk,29
549472,toronto,folk pop,18
549490,toronto,indie,80
549491,toronto,indie folk,28
549492,toronto,indie pop,33
549493,toronto,indie rock,16
549504,toronto,male vocalists,35
549516,toronto,ontario,26
549518,toronto,pop,39
549544,toronto,rock,63
549554,toronto,singer-songwriter,47
550134,trance,All,17
550158,trance,Drum and bass,38
550180,trance,House,120
550204,trance,Progressive House,47
550240,trance,alternative,35
550244,trance,ambient,22
550269,trance,british,22
550274,trance,chillout,33
550278,trance,club,22
550287,trance,dance,147
550295,trance,deep house,40
550298,trance,dj,15
550310,trance,dubstep,64
550316,trance,electro,75
550317,trance,electro house,44
550323,trance,electronic,324
550325,trance,electronica,107
550337,trance,experimental,20
550345,trance,female vocalists,16
550362,trance,goa,46
550388,trance,indie,18
550455,trance,pop,27
550465,trance,progressive trance,110
550470,trance,psychedelic,61
550471,trance,psychedelic trance,18
550472,trance,psytrance,50
550483,trance,rock,24
550512,trance,techno,82
550525,trance,trip-hop,26
550533,trance,vocal trance,81
550671,trancecore,Nintendocore,43
550685,trancecore,electronic,43
550695,trancecore,hardcore,60
550699,trancecore,metalcore,31
550702,trancecore,post-hardcore,97
550704,trancecore,screamo,65
550849,trap,All,27
550874,trap,EDM,37
550892,trap,Hip-Hop,54
550893,trap,House,27
550939,trap,alternative,15
550944,trap,american,23
550953,trap,bass,24
550985,trap,cloud rap,15
550993,trap,dance,100
551014,trap,dubstep,26
551024,trap,electro,34
551026,trap,electro house,27
551029,trap,electronic,123
551030,trap,electronica,41
551031,trap,electropop,15
551036,trap,experimental,19
551045,trap,female vocalists,22
551072,trap,hip hop,35
551083,trap,indie,17
551122,trap,moombahton,20
551138,trap,pop,36
551153,trap,rap,40
551160,trap,rnb,17
551185,trap,swag,20
551406,trash metal,american,15
551422,trash metal,heavy metal,16
551431,trash metal,metal,16
551447,trash metal,rock,15
551449,trash metal,thrash,15
551450,trash metal,thrash metal,16
551601,trey songz,male vocalists,34
551609,trey songz,r&b,16
551613,trey songz,rnb,34
551619,trey songz,soul,34
551622,trey songz,urban,33
552240,trip hop,00s,16
552249,trip hop,90s,15
552287,trip hop,Hann with Gun,20
552288,trip hop,Hip-Hop,35
552303,trip hop,Mellow,17
552334,trip hop,UK,32
552349,trip hop,acid jazz,29
552354,trip hop,alternative,110
552362,trip hop,alternative rock,19
552365,trip hop,ambient,91
552368,trip hop,american,21
552370,trip hop,art pop,29
552399,trip hop,british,97
552408,trip hop,chill,55
552411,trip hop,chillout,154
552420,trip hop,dance,28
552435,trip hop,downbeat,15
552436,trip hop,downtempo,157
552437,trip hop,dream pop,30
552442,trip hop,dub,17
552443,trip hop,dubstep,16
552448,trip hop,electro,45
552453,trip hop,electronic,190
552456,trip hop,electronica,161
552457,trip hop,electropop,16
552463,trip hop,experimental,89
552469,trip hop,female,15
552471,trip hop,female vocalist,21
552472,trip hop,female vocalists,87
552483,trip hop,funk,19
552513,trip hop,hip hop,19
552519,trip hop,idm,18
552521,trip hop,indie,94
552525,trip hop,indie pop,35
552526,trip hop,indie rock,22
552530,trip hop,instrumental,28
552532,trip hop,instrumental hip-hop,19
552537,trip hop,jazz,33
552552,trip hop,lounge,51
552582,trip hop,nu jazz,26
552594,trip hop,pop,52
552608,trip hop,psychedelic,20
552624,trip hop,rnb,15
552626,trip hop,rock,39
552642,trip hop,singer-songwriter,23
552651,trip hop,soul,19
552659,trip hop,synthpop,16
552675,trip hop,trip-hop,187
552712,trip-hop,00s,45
552713,trip-hop,10s,23
552730,trip-hop,90s,29
552737,trip-hop,All,29
552749,trip-hop,Avant-Garde,21
552788,trip-hop,Dreamy,22
552791,trip-hop,Drum and bass,16
552833,trip-hop,Hann with Gun,22
552835,trip-hop,Hip-Hop,232
552839,trip-hop,House,93
552858,trip-hop,Lo-Fi,39
552871,trip-hop,Mellow,36
552907,trip-hop,Progressive rock,54
552909,trip-hop,Psychedelic Rock,15
552940,trip-hop,UK,58
552941,trip-hop,UK Garage,76
552943,trip-hop,USA,26
552949,trip-hop,Warp,24
552959,trip-hop,abstract hip-hop,28
552961,trip-hop,acid jazz,64
552965,trip-hop,acoustic,19
552972,trip-hop,alternative,417
552981,trip-hop,alternative rnb,73
552982,trip-hop,alternative rock,75
552986,trip-hop,ambient,318
552989,trip-hop,american,84
552996,trip-hop,art pop,83
552997,trip-hop,art rock,16
553000,trip-hop,atmospheric,27
553003,trip-hop,australian,28
553019,trip-hop,beats,19
553039,trip-hop,breakbeat,28
553044,trip-hop,british,292
553046,trip-hop,britpop,16
553060,trip-hop,chill,116
553069,trip-hop,chillout,1106
553070,trip-hop,chillwave,33
553077,trip-hop,contemporary r&b,15
553078,trip-hop,contemporary rnb,22
553087,trip-hop,dance,184
553091,trip-hop,danish,38
553093,trip-hop,dark,17
553111,trip-hop,downbeat,20
553112,trip-hop,downtempo,934
553117,trip-hop,dream pop,114
553124,trip-hop,dub,30
553125,trip-hop,dubstep,85
553132,trip-hop,electro,91
553142,trip-hop,electronic,1978
553148,trip-hop,electronica,690
553150,trip-hop,electropop,69
553154,trip-hop,english,25
553158,trip-hop,ethereal,16
553161,trip-hop,experimental,337
553172,trip-hop,female,36
553178,trip-hop,female vocalist,52
553179,trip-hop,female vocalists,500
553186,trip-hop,folk,29
553196,trip-hop,french,28
553200,trip-hop,funk,59
553222,trip-hop,glitch,29
553224,trip-hop,glitch pop,15
553225,trip-hop,glitch-hop,24
553256,trip-hop,hip hop,76
553269,trip-hop,icelandic,101
553270,trip-hop,idm,131
553272,trip-hop,indie,526
553278,trip-hop,indie pop,116
553280,trip-hop,indie rock,76
553282,trip-hop,indietronica,38
553286,trip-hop,instrumental,114
553288,trip-hop,instrumental hip-hop,67
553296,trip-hop,jazz,93
553322,trip-hop,london,18
553327,trip-hop,lounge,209
553347,trip-hop,male vocalists,35
553360,trip-hop,minimal,18
553385,trip-hop,new york,24
553390,trip-hop,ninja tune,129
553395,trip-hop,norwegian,22
553398,trip-hop,nu jazz,67
553402,trip-hop,nu-jazz,33
553424,trip-hop,pop,222
553433,trip-hop,post-dubstep,16
553438,trip-hop,post-rock,22
553448,trip-hop,psychedelic,61
553450,trip-hop,psychedelic pop,17
553457,trip-hop,r&b,29
553463,trip-hop,rap,21
553474,trip-hop,rnb,46
553476,trip-hop,rock,134
553485,trip-hop,scandinavian,22
553503,trip-hop,shoegaze,17
553509,trip-hop,singer-songwriter,136
553525,trip-hop,soul,43
553537,trip-hop,swedish,65
553545,trip-hop,synth pop,16
553547,trip-hop,synthpop,62
553551,trip-hop,techno,32
553567,trip-hop,trance,26
553572,trip-hop,trip hop,187
553584,trip-hop,turntablism,82
553588,trip-hop,uk bass,21
553627,trip-hop,wonky,23
554176,tropical house,House,31
554180,tropical house,chillout,31
554181,tropical house,chillwave,31
554183,tropical house,downtempo,31
554184,tropical house,electronic,31
554188,tropical house,remix,18
554509,trumpet,Fusion,23
554518,trumpet,bebop,22
554519,trumpet,blues,42
554540,trumpet,jazz,55
554551,trumpet,oldies,22
554563,trumpet,swing,25
554573,try,All,16
554633,try,alternative,24
554644,try,british,35
554671,try,electronic,42
554672,try,electronica,17
554676,try,eurosonic 2015,16
554683,try,female vocalists,17
554710,try,indie,32
