,tag_1,tag_2,count,number_of_pairs_x,number_of_pairs_y,totalPairs,pair_percent_of_total,pair_percent_of_x,pair_percent_of_y,perc_x_y_sum,score
214,americana,70s,27,4307,13876,2435982,1.10838257426e-05,0.00626886463896,0.0019458057077,0.00821467034666,0.0135200424335
215,arena rock,70s,24,269,13876,2435982,9.85228954894e-06,0.089219330855,0.00172960507351,0.0909489359285,0.152034825185
216,art rock,70s,119,4537,13876,2435982,4.88509356801e-05,0.0262287855411,0.00857595848948,0.0348047440306,1.09883817481
217,beatles,70s,15,120,13876,2435982,6.15768096809e-06,0.125,0.00108100317094,0.126081003171,0.0832059081519
218,blues,70s,218,14017,13876,2435982,8.94916300695e-05,0.0155525433402,0.0157105794177,0.0312631227579,2.18663372184
219,blues rock,70s,172,5839,13876,2435982,7.06080751007e-05,0.0294570988183,0.0123955030268,0.0418526018451,2.57815188704
220,blues-rock,70s,30,392,13876,2435982,1.23153619362e-05,0.0765306122449,0.00216200634189,0.0786926185868,0.203769570984
221,british,70s,432,49436,13876,2435982,0.000177341211881,0.0087385710818,0.0311328913231,0.039871462405,4.82469152094
222,british invasion,70s,19,404,13876,2435982,7.79972922624e-06,0.0470297029703,0.00136927068319,0.0483989736535,0.0502274432576
223,chicago,70s,16,810,13876,2435982,6.56819303263e-06,0.0197530864198,0.00115307004901,0.0209061564688,0.0149601711842
224,chillout,70s,16,20008,13876,2435982,6.56819303263e-06,0.000799680127949,0.00115307004901,0.00195275017695,0.00060564467509
225,classic,70s,77,1987,13876,2435982,3.16094289695e-05,0.0387518872672,0.00554914961084,0.0443010368781,0.679729224248
226,classic rock,70s,1463,35859,13876,2435982,0.000600579150421,0.0407986837335,0.105433842606,0.146232526339,258.342845101
227,country,70s,71,3713,13876,2435982,2.91463565823e-05,0.0191220037705,0.00511674834246,0.024238752113,0.285175184296
228,country rock,70s,43,806,13876,2435982,1.76520187752e-05,0.0533498759305,0.0030988757567,0.0564487516872,0.291831359887
229,dance,70s,75,31691,13876,2435982,3.07884048404e-05,0.00236660250544,0.00540501585471,0.00777161836016,0.03938306214
230,easy listening,70s,26,2498,13876,2435982,1.0673313678e-05,0.0104083266613,0.00187373882963,0.012282065491,0.0208156148624
231,electro,70s,18,15372,13876,2435982,7.3892171617e-06,0.00117096018735,0.00129720380513,0.00246816399248,0.0011224028828
232,electronic,70s,62,85203,13876,2435982,2.54517480014e-05,0.000727673908196,0.0044681464399,0.00519582034809,0.00827526320405
233,electronica,70s,25,28305,13876,2435982,1.02628016135e-05,0.000883236177354,0.00180167195157,0.00268490812892,0.00163312151665
234,england,70s,18,2162,13876,2435982,7.3892171617e-06,0.00832562442183,0.00129720380513,0.00962282822696,0.00798037794375
235,english,70s,34,4934,13876,2435982,1.39574101943e-05,0.00689096068099,0.00245027385414,0.00934123453513,0.0235667253182
236,experimental,70s,77,33393,13876,2435982,3.16094289695e-05,0.00230587248825,0.00554914961084,0.00785502209908,0.0404462602516
237,favorites,70s,43,6175,13876,2435982,1.76520187752e-05,0.00696356275304,0.0030988757567,0.0100624385097,0.0380916722379
238,female,70s,38,7556,13876,2435982,1.55994584525e-05,0.00502911593436,0.00273854136639,0.00776765730074,0.0214842637121
239,female vocalist,70s,47,11767,13876,2435982,1.92940670333e-05,0.00399422112688,0.00338714326895,0.00738136439583,0.0261029417548
240,female vocalists,70s,106,61719,13876,2435982,4.35142788411e-05,0.00171746139762,0.00763908907466,0.00935655047229,0.0570900402165
241,folk,70s,191,43598,13876,2435982,7.8407804327e-05,0.00438093490527,0.01376477371,0.0181457086153,0.47281927056
242,folk rock,70s,148,9564,13876,2435982,6.07557855518e-05,0.0154746967796,0.0106658979533,0.0261405947329,1.00278357693
243,folk-rock,70s,41,1134,13876,2435982,1.68309946461e-05,0.0361552028219,0.00295474200058,0.0391099448224,0.179804331436
244,funk,70s,268,12893,13876,2435982,0.000110017233296,0.0207864732801,0.0193139233208,0.0401003966009,4.41684372377
245,funky,70s,30,2843,13876,2435982,1.23153619362e-05,0.0105522335561,0.00216200634189,0.012714239898,0.0280962616341
246,genius,70s,32,1342,13876,2435982,1.31363860653e-05,0.0238450074516,0.00230614009801,0.0261511475496,0.0722368921562
247,glam,70s,67,875,13876,2435982,2.75043083241e-05,0.0765714285714,0.00482848083021,0.0813999094016,1.01689939519
248,glam rock,70s,147,3331,13876,2435982,6.03452734872e-05,0.0441308916241,0.0105938310752,0.0547247226994,2.82123332712
249,groovy,70s,17,1373,13876,2435982,6.97870509716e-06,0.0123816460306,0.00122513692707,0.0136067829577,0.0105861455499
250,guitar,70s,65,3511,13876,2435982,2.6683284195e-05,0.01851324409,0.00468434707408,0.0231975911641,0.231404006721
251,guitar virtuoso,70s,24,343,13876,2435982,9.85228954894e-06,0.069970845481,0.00172960507351,0.0717004505546,0.119234308965
252,hair metal,70s,20,1098,13876,2435982,8.21024129078e-06,0.0182149362477,0.00144133756126,0.019656273809,0.0215550622211
253,hard rock,70s,389,22303,13876,2435982,0.000159689193106,0.0174415997848,0.0280340155664,0.0454756153512,7.8081321237
254,heavy metal,70s,95,8177,13876,2435982,3.89986461312e-05,0.0116179527944,0.00684635341597,0.0184643062104,0.310197613368
255,hippie,70s,15,311,13876,2435982,6.15768096809e-06,0.048231511254,0.00108100317094,0.049312514425,0.0321051735634
256,indie,70s,104,122729,13876,2435982,4.26932547121e-05,0.000847395481101,0.00749495531854,0.00834235079964,0.0271153026529
257,indie rock,70s,28,56197,13876,2435982,1.14943378071e-05,0.000498247237397,0.00201787258576,0.00251611982316,0.00115564008091
258,instrumental,70s,17,10841,13876,2435982,6.97870509716e-06,0.00156812102205,0.00122513692707,0.00279325794911,0.00134072298128
259,irish,70s,22,2878,13876,2435982,9.03126541986e-06,0.00764419735928,0.00158547131738,0.00922966867666,0.0109455827041
260,jazz,70s,153,12377,13876,2435982,6.28083458745e-05,0.0123616385231,0.0110262323436,0.0233878708667,0.856092190787
261,jazz fusion,70s,23,469,13876,2435982,9.4417774844e-06,0.0490405117271,0.00165753819545,0.0506980499225,0.0767489246707
262,jazz-rock,70s,16,109,13876,2435982,6.56819303263e-06,0.146788990826,0.00115307004901,0.147942060875,0.111171914305
263,jecks,70s,22,1585,13876,2435982,9.03126541986e-06,0.013880126183,0.00158547131738,0.0154655975003,0.0198746921276
264,legend,70s,53,2096,13876,2435982,2.17571394206e-05,0.025286259542,0.00381954453733,0.0291058040793,0.210134791992
265,male vocalist,70s,15,1875,13876,2435982,6.15768096809e-06,0.008,0.00108100317094,0.00908100317094,0.00532517812172
266,male vocalists,70s,203,24312,13876,2435982,8.33339491014e-05,0.00834978611385,0.0146295762468,0.0229793623606,1.01795612682
267,melodic rock,70s,16,255,13876,2435982,6.56819303263e-06,0.0627450980392,0.00115307004901,0.0638981680882,0.0475205437616
268,metal,70s,68,19300,13876,2435982,2.79148203887e-05,0.00352331606218,0.00490054770827,0.00842386377045,0.0481982270342
269,motown,70s,91,1798,13876,2435982,3.73565978731e-05,0.0506117908788,0.00655808590372,0.0571698767825,1.2399270184
270,new wave,70s,95,12368,13876,2435982,3.89986461312e-05,0.00768111254851,0.00684635341597,0.0145274659645,0.205084563754
271,new york,70s,32,3955,13876,2435982,1.31363860653e-05,0.00809102402023,0.00230614009801,0.0103971641182,0.0245112286406
272,oldies,70s,307,7830,13876,2435982,0.000126027203813,0.0392081736909,0.0221245315653,0.0613327052562,10.9323870319
273,piano,70s,36,8911,13876,2435982,1.47784343234e-05,0.00403995062283,0.00259440761026,0.00663435823309,0.015489688802
274,political,70s,15,1073,13876,2435982,6.15768096809e-06,0.0139794967381,0.00108100317094,0.0150604999091,0.00930541377282
275,pop,70s,787,92415,13876,2435982,0.000323072994792,0.00851593356057,0.0567166330355,0.065232566596,15.6042666548
276,pop rock,70s,120,14456,13876,2435982,4.92614477447e-05,0.00830105146652,0.00864802536754,0.0169490768341,0.353636621254
277,post-punk,70s,40,10731,13876,2435982,1.64204825816e-05,0.00372751840462,0.00288267512251,0.00661019352714,0.0176441772948
278,proto-punk,70s,73,1895,13876,2435982,2.99673807114e-05,0.0385224274406,0.00526088209859,0.0437833095392,0.607324777889
279,psychedelic,70s,143,17611,13876,2435982,5.87032252291e-05,0.00811992504685,0.010305563563,0.0184254886098,0.491230958548
280,punk,70s,141,16620,13876,2435982,5.78822011e-05,0.00848375451264,0.0101614298069,0.0186451843195,0.498985530805
281,punk rock,70s,112,10453,13876,2435982,4.59773512284e-05,0.0107146273797,0.00807149034304,0.0187861177227,0.397625979155
282,r&b,70s,35,7973,13876,2435982,1.43679222589e-05,0.00438981562774,0.0025223407322,0.00691215635994,0.015909041067
283,reggae,70s,25,3724,13876,2435982,1.02628016135e-05,0.00671321160043,0.00180167195157,0.008514883552,0.0124128637296
284,rhythm and blues,70s,131,4064,13876,2435982,5.37770804546e-05,0.0322342519685,0.00944076102623,0.0416750129947,1.63652190082
285,rnb,70s,129,20299,13876,2435982,5.29560563255e-05,0.00635499285679,0.00929662727011,0.0156516201269,0.312864380209
286,rock,70s,1479,129905,13876,2435982,0.000607147343453,0.0113852430622,0.106586912655,0.117972155717,73.6784173972
287,rock n roll,70s,48,1587,13876,2435982,1.97045790979e-05,0.0302457466919,0.00345921014702,0.0337049568389,0.206161905355
288,singer-songwriter,70s,275,53297,13876,2435982,0.000112890817748,0.00515976508997,0.0198183914673,0.0249781565572,1.15440168354
289,soft rock,70s,335,5822,13876,2435982,0.000137521541621,0.057540364136,0.0241424041511,0.0816827682871,19.1039799637
290,soul,70s,295,28355,13876,2435982,0.000121101059039,0.0104038088521,0.0212597290285,0.0316635378806,2.67853934604
291,swedish,70s,111,7873,13876,2435982,4.55668391638e-05,0.0140988187476,0.00799942346498,0.0220982422126,0.513913846182
292,synth pop,70s,18,4132,13876,2435982,7.3892171617e-06,0.00435624394966,0.00129720380513,0.00565344775479,0.00417559949525
293,synthpop,70s,21,12933,13876,2435982,8.62075335532e-06,0.00162375318952,0.00151340443932,0.00313715762883,0.00211845986517
294,00s,80s,67,15036,24769,2435982,2.75043083241e-05,0.00445597233307,0.00270499414591,0.00716096647898,0.0331519854434
295,60s,80s,94,9567,24769,2435982,3.85881340667e-05,0.00982544162224,0.00379506641366,0.0136205080359,0.143888219576
296,70s,80s,616,13876,24769,2435982,0.000252875431756,0.0443931968867,0.0248697969236,0.0692629938103,27.9187067671
297,80's,80s,35,484,24769,2435982,1.43679222589e-05,0.0723140495868,0.00141305664338,0.0737271062302,0.146816958674
298,80s Pop,80s,18,132,24769,2435982,7.3892171617e-06,0.136363636364,0.000726714845169,0.137090351209,0.0732252791671
299,90s,80s,317,15714,24769,2435982,0.000130132324459,0.0201730940563,0.0127982558844,0.0329713499406,3.35976181468
300,AOR,80s,84,601,24769,2435982,3.44830134213e-05,0.139767054908,0.00339133594412,0.143158390853,1.63448461925
301,Avant-Garde,80s,30,2114,24769,2435982,1.23153619362e-05,0.0141911069063,0.00121119140862,0.015402298315,0.0211678248407
302,Blue-Eyed Soul,80s,22,526,24769,2435982,9.03126541986e-06,0.041825095057,0.000888207032985,0.04271330209,0.0335505582089
303,California,80s,16,3430,24769,2435982,6.56819303263e-06,0.00466472303207,0.000645968751262,0.00531069178333,0.00197917082278
304,Canadian,80s,50,9510,24769,2435982,2.0525603227e-05,0.00525762355415,0.00201865234769,0.00727627590185,0.0217844674773
305,Disco,80s,190,3611,24769,2435982,7.79972922624e-05,0.0526170036001,0.00767087892123,0.0602878825213,3.14811628841
306,Experimental Rock,80s,32,2329,24769,2435982,1.31363860653e-05,0.0137398024903,0.00129193750252,0.0150317399929,0.0233183543912
307,Garage Rock,80s,18,5316,24769,2435982,7.3892171617e-06,0.00338600451467,0.000726714845169,0.00411271935984,0.00181823492289
308,Glam Metal,80s,54,419,24769,2435982,2.21676514851e-05,0.128878281623,0.00218014453551,0.131058426158,0.622851777928
309,Gothic,80s,72,1771,24769,2435982,2.95568686468e-05,0.0406549971767,0.00290685938068,0.0435618565574,0.349298226089
310,Gothic Rock,80s,42,1344,24769,2435982,1.72415067106e-05,0.03125,0.00169566797206,0.0329456679721,0.0913620959979
311,Grunge,80s,35,5577,24769,2435982,1.43679222589e-05,0.00627577550654,0.00141305664338,0.00768883214993,0.0127415112064
312,Hip-Hop,80s,20,29737,24769,2435982,8.21024129078e-06,0.000672562800552,0.000807460939077,0.00148002373963,0.000445872088153
313,House,80s,18,13403,24769,2435982,7.3892171617e-06,0.00134298291427,0.000726714845169,0.00206969775944,0.000721162191305
314,Italo Disco,80s,17,198,24769,2435982,6.97870509716e-06,0.0858585858586,0.000686341798216,0.0865449276568,0.0411243480279
315,Jazz Rock,80s,16,494,24769,2435982,6.56819303263e-06,0.0323886639676,0.000645968751262,0.0330346327189,0.0137420160367
316,Love,80s,24,4078,24769,2435982,9.85228954894e-06,0.0058852378617,0.000968953126892,0.00685419098859,0.00561828745394
317,Madonna,80s,16,88,24769,2435982,6.56819303263e-06,0.181818181818,0.000645968751262,0.182464150569,0.0771426809333
318,Manchester,80s,35,775,24769,2435982,1.43679222589e-05,0.0451612903226,0.00141305664338,0.046574346966,0.0916895587076
319,Mellow,80s,16,7329,24769,2435982,6.56819303263e-06,0.0021831082003,0.000645968751262,0.00282907695156,0.000926259506362
320,NWOBHM,80s,19,322,24769,2435982,7.79972922624e-06,0.0590062111801,0.000767087892123,0.0597732990722,0.03530387552
321,Phil Collins,80s,18,108,24769,2435982,7.3892171617e-06,0.166666666667,0.000726714845169,0.167393381512,0.0894975634265
322,Pop-Rock,80s,63,2351,24769,2435982,2.5862260066e-05,0.0267971076138,0.00254350195809,0.0293406095719,0.176273274116
323,Post punk,80s,39,757,24769,2435982,1.6009970517e-05,0.0515191545575,0.0015745488312,0.0530937033887,0.129871959609
324,Power metal,80s,15,1270,24769,2435982,6.15768096809e-06,0.011811023622,0.000605595704308,0.0124166193264,0.00440440764894
325,Progressive,80s,76,3345,24769,2435982,3.1198916905e-05,0.0227204783259,0.00306835156849,0.0257888298944,0.217501425027
326,Progressive rock,80s,304,10308,24769,2435982,0.00012479566762,0.0294916569655,0.012273406274,0.0417650632394,4.51714251745
327,Psychedelic Rock,80s,38,7259,24769,2435982,1.55994584525e-05,0.00523488083758,0.00153417578425,0.00676905662183,0.0125282798374
328,Rock and Roll,80s,35,2502,24769,2435982,1.43679222589e-05,0.0139888089528,0.00141305664338,0.0154018655962,0.0284010423654
329,Scottish,80s,49,2680,24769,2435982,2.01150911624e-05,0.0182835820896,0.00197827930074,0.0202618613903,0.0727563490849
330,Soundtrack,80s,94,4872,24769,2435982,3.85881340667e-05,0.0192939244663,0.00379506641366,0.02308899088,0.282548973047
331,Southern Rock,80s,31,1740,24769,2435982,1.27258740007e-05,0.017816091954,0.00125156445557,0.0190676564096,0.0283761378463
332,Symphonic Rock,80s,23,217,24769,2435982,9.4417774844e-06,0.10599078341,0.000928580079939,0.10691936349,0.0929268522111
333,Tina Turner,80s,17,85,24769,2435982,6.97870509716e-06,0.2,0.000686341798216,0.200686341798,0.0957955401121
334,Tom Petty,80s,16,96,24769,2435982,6.56819303263e-06,0.166666666667,0.000645968751262,0.167312635418,0.0707141241888
335,UK,80s,115,9611,24769,2435982,4.7208887422e-05,0.011965456248,0.00464290039969,0.0166083566477,0.262266243495
336,USA,80s,109,12232,24769,2435982,4.47458150348e-05,0.0089110529758,0.00440066211797,0.0133117150938,0.175468625201
337,abba,80s,15,75,24769,2435982,6.15768096809e-06,0.2,0.000605595704308,0.200605595704,0.0745813028554
338,acoustic,80s,52,23967,24769,2435982,2.1346627356e-05,0.00216964993533,0.0020993984416,0.00426904837693,0.00972330271892
339,adult contemporary,80s,42,662,24769,2435982,1.72415067106e-05,0.0634441087613,0.00169566797206,0.0651397767334,0.185484376165
340,alternative,80s,828,114909,24769,2435982,0.000339903989438,0.00720570190325,0.0334288828778,0.040634584781,8.18755852055
341,alternative rock,80s,271,54194,24769,2435982,0.00011124876949,0.00500055356682,0.0109410957245,0.0159416492913,0.608659097347
342,ambient,80s,36,19120,24769,2435982,1.47784343234e-05,0.00188284518828,0.00145342969034,0.00333627487862,0.00404424135986
343,american,80s,386,46372,24769,2435982,0.000158457656912,0.00832398861382,0.0155839961242,0.023907984738,2.05552867099
344,americana,80s,23,4307,24769,2435982,9.4417774844e-06,0.00534014395171,0.000928580079939,0.00626872403165,0.0046819426352
345,arena rock,80s,28,269,24769,2435982,1.14943378071e-05,0.104089219331,0.00113044531471,0.105219664646,0.135250620428
346,art rock,80s,131,4537,24769,2435982,5.37770804546e-05,0.0288737050915,0.00528886915095,0.0341625742424,0.821225752296
347,australian,80s,70,5619,24769,2435982,2.87358445177e-05,0.0124577326926,0.00282611328677,0.0152838459794,0.101170184016
348,blues,80s,129,14017,24769,2435982,5.29560563255e-05,0.00920311050867,0.00520812305705,0.0144112335657,0.253823313667
349,blues rock,80s,101,5839,24769,2435982,4.14617185184e-05,0.0172974824456,0.00407767774234,0.021375160188,0.292444257629
350,blues-rock,80s,18,392,24769,2435982,7.3892171617e-06,0.0459183673469,0.000726714845169,0.0466450821921,0.0246574919644
351,british,80s,718,49436,24769,2435982,0.000294747662339,0.0145238287887,0.0289878477129,0.0435116765016,12.4093050631
352,britpop,80s,74,11623,24769,2435982,3.03778927759e-05,0.00636668674181,0.00298760547459,0.00935429221639,0.0577822399424
353,chicago,80s,16,810,24769,2435982,6.56819303263e-06,0.0197530864198,0.000645968751262,0.020399055171,0.0083809332372
354,chillout,80s,42,20008,24769,2435982,1.72415067106e-05,0.00209916033587,0.00169566797206,0.00379482830793,0.00613707801985
355,classic,80s,56,1987,24769,2435982,2.29886756142e-05,0.0281831907398,0.00226089062942,0.0304440813692,0.146481799276
356,classic metal,80s,16,131,24769,2435982,6.56819303263e-06,0.12213740458,0.000645968751262,0.122783373331,0.0518210375735
357,classic rock,80s,1880,35859,24769,2435982,0.000771762681333,0.0524275635126,0.0759013282732,0.128328891786,307.109199183
358,college rock,80s,26,285,24769,2435982,1.0673313678e-05,0.0912280701754,0.0010496992208,0.0922777693962,0.102209822923
359,country,80s,19,3713,24769,2435982,7.79972922624e-06,0.00511715593859,0.000767087892123,0.00588424383072,0.00306163423578
360,dance,80s,345,31691,24769,2435982,0.000141626662266,0.010886371525,0.0139287011991,0.0248150727241,2.14752779616
361,dark,80s,16,453,24769,2435982,6.56819303263e-06,0.0353200883002,0.000645968751262,0.0359660570515,0.0149857746625
362,darkwave,80s,19,282,24769,2435982,7.79972922624e-06,0.0673758865248,0.000767087892123,0.0681429744169,0.0403115174378
363,diva,80s,42,1262,24769,2435982,1.72415067106e-05,0.0332805071315,0.00169566797206,0.0349761751036,0.0972984603971
364,dream pop,80s,20,10987,24769,2435982,8.21024129078e-06,0.00182033312096,0.000807460939077,0.00262779406004,0.00120678058482
365,easy listening,80s,42,2498,24769,2435982,1.72415067106e-05,0.0168134507606,0.00169566797206,0.0185091187327,0.0491555872783
366,electro,80s,46,15372,24769,2435982,1.88835549688e-05,0.00299245381213,0.00185716015988,0.004849613972,0.0104944714701
367,electronic,80s,473,85203,24769,2435982,0.000194172206527,0.00555144771898,0.0190964512092,0.0246478989281,2.05847685201
